player_id,salary,season,year,team,salary_cap,team_total_salary,salary_perc,salary_team_rank,salary_team_var,holdout_dummy,sal_cap_perc_increase
westdo01,230000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.030503979,11,1.31E+11,0,0.211079372
blaylmo01,525000,1990-91,1990,New Jersey Nets,11871000,11410000,0.04601227,9,3.99E+11,0,0.211079372
bowiesa01,2000000,1990-91,1990,New Jersey Nets,11871000,11410000,0.175284838,2,3.99E+11,0,0.211079372
buechju01,225000,1990-91,1990,New Jersey Nets,11871000,11410000,0.019719544,12,3.99E+11,0,0.211079372
colemde01,2100000,1990-91,1990,New Jersey Nets,11871000,11410000,0.18404908,1,3.99E+11,0,0.211079372
dudlech02,950000,1990-91,1990,New Jersey Nets,11871000,11410000,0.083260298,5,3.99E+11,0,0.211079372
georgta01,410000,1990-91,1990,New Jersey Nets,11871000,11410000,0.035933392,10,3.99E+11,0,0.211079372
gervide01,155000,1990-91,1990,New Jersey Nets,11871000,11410000,0.013584575,13,3.99E+11,0,0.211079372
haleyja01,360000,1990-91,1990,New Jersey Nets,11871000,11410000,0.031551271,11,3.99E+11,0,0.211079372
hinsoro01,1250000,1990-91,1990,New Jersey Nets,11871000,11410000,0.109553024,3,3.99E+11,0,0.211079372
leeku01,120000,1990-91,1990,New Jersey Nets,11871000,11410000,0.01051709,14,3.99E+11,0,0.211079372
millste01,600000,1990-91,1990,New Jersey Nets,11871000,11410000,0.052585451,8,3.99E+11,0,0.211079372
morrich01,750000,1990-91,1990,New Jersey Nets,11871000,11410000,0.065731814,7,3.99E+11,0,0.211079372
petrodr01,1200000,1990-91,1990,New Jersey Nets,11871000,11410000,0.105170903,4,3.99E+11,0,0.211079372
theusre01,765000,1990-91,1990,New Jersey Nets,11871000,11410000,0.06704645,6,3.99E+11,0,0.211079372
cheekma01,1000000,1990-91,1990,New York Knicks,11871000,13290000,0.075244545,5,1.13E+12,0,0.211079372
ewingpa01,4250000,1990-91,1990,New York Knicks,11871000,13290000,0.319789315,1,1.13E+12,0,0.211079372
grantgr01,300000,1990-91,1990,New York Knicks,11871000,13290000,0.022573363,12,1.13E+12,0,0.211079372
jacksma01,1785000,1990-91,1990,New York Knicks,11871000,13290000,0.134311512,2,1.13E+12,0,0.211079372
mustaje01,565000,1990-91,1990,New York Knicks,11871000,13290000,0.042513168,9,1.13E+12,0,0.211079372
oaklech01,1050000,1990-91,1990,New York Knicks,11871000,13290000,0.079006772,3,1.13E+12,0,0.211079372
quinnbr01,360000,1990-91,1990,New York Knicks,11871000,13290000,0.027088036,11,1.13E+12,0,0.211079372
starkjo01,120000,1990-91,1990,New York Knicks,11871000,13290000,0.009029345,13,1.13E+12,0,0.211079372
tucketr01,835000,1990-91,1990,New York Knicks,11871000,13290000,0.062829195,7,1.13E+12,0,0.211079372
vandeki01,1025000,1990-91,1990,New York Knicks,11871000,13290000,0.077125658,4,1.13E+12,0,0.211079372
